Order_id,old_taxonID_linked_genome_sequence,new_taxonID_in_Fig.1,No. Complete and single-copy,No. Complete and duplicated,No. Fragmented,Missing,No. Complete and single-copy(pct),CUG_usage,#Organism Name linked to NCBI record,Strain linked to NCBI record,species linked to NCBI record,genus linked to NCBI record,family/clade linked to NCBI record,order linked to NCBI record,class linked to NCBI record,subphyum linked to NCBI record,phyum linked to NCBI record,Current species name in Mycobank,genus in Mycobank, family in Mycobank,order in Mycobank,class in Mycobank,subphylum in Mycobank,phylum in Mycobank,Assembly,Link
1047,Teunomyces_cretensis,Teunomyces_cretensis,287,1,1,1,98.96551724,Ser,Teunomyces cretensis,NRRL Y-27777,Teunomyces cretensis,Teunomyces,CUG-Ser1,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Teunomyces cretensis,Teunomyces,no_rank,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPLT00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854980
1048,Teunomyces_gatunensis,Teunomyces_gatunensis,286,1,0,3,98.62068966,Ser,Teunomyces gatunensis,NRRL Y-48064,Teunomyces gatunensis,Teunomyces,CUG-Ser1,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Teunomyces gatunensis,Teunomyces,no_rank,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPLS00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854981
1049,Teunomyces_kruisii,Teunomyces_kruisii,286,3,0,1,98.62068966,Ser,Teunomyces kruisii,NRRL Y-17087,Teunomyces kruisii,Teunomyces,CUG-Ser1,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Teunomyces kruisii,Teunomyces,no_rank,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPLR00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854982
1050,Tortispora_caseinolytica,Tortispora_caseinolytica,280,0,0,10,96.55172414,Leu,Tortispora caseinolytica,NRRL Y-17796,Tortispora caseinolytica,Tortispora,Trigonopsidaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Tortispora caseinolytica,Tortispora,Trigonopsidaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,JGI,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854983
1051,Tortispora_ganteri,Tortispora_ganteri,273,3,2,12,94.13793103,Leu,Tortispora ganteri,NRRL Y-17035,Tortispora ganteri,Tortispora,Trigonopsidaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Tortispora ganteri,Tortispora,Trigonopsidaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPNB00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854984
1052,Tortispora_starmeri,Tortispora_starmeri,276,2,2,10,95.17241379,Leu,Tortispora starmeri,NRRL Y-63665,Tortispora starmeri,Tortispora,Trigonopsidaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Tortispora starmeri,Tortispora,Trigonopsidaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMJ00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854985
1053,Torulaspora_delbrueckii,Torulaspora_delbrueckii,286,0,0,4,98.62068966,Leu,Torulaspora delbrueckii,CBS 1146,Torulaspora delbrueckii,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Torulaspora delbrueckii,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,JGI,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854986
1054,Torulaspora_franciscae,Torulaspora_franciscae,286,0,0,4,98.62068966,Leu,Torulaspora franciscae,NRRL Y-17532,Torulaspora franciscae,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Torulaspora franciscae,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPHX00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854987
1055,Torulaspora_maleeae,Torulaspora_maleeae,286,0,0,4,98.62068966,Leu,Torulaspora maleeae,CBS 10694,Torulaspora maleeae,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Torulaspora maleeae,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPNA00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854988
1056,Torulaspora_microellipsoides,Torulaspora_microellipsoides,285,0,0,5,98.27586207,Leu,Torulaspora microellipsoides,NRRL Y-1549,Torulaspora microellipsoides,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Torulaspora microellipsoides,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMZ00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854989
1057,Torulaspora_pretoriensis,Torulaspora_pretoriensis,281,5,0,4,96.89655172,Leu,Torulaspora pretoriensis,NRRL Y-17251,Torulaspora pretoriensis,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Torulaspora pretoriensis,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPKE00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854990
1058,Trigonopsis_variabilis,Trigonopsis_variabilis,249,1,13,27,85.86206897,Leu,Trigonopsis variabilis,NRRL Y-1579,Trigonopsis variabilis,Trigonopsis,Trigonopsidaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Trigonopsis variabilis,Trigonopsis,no_rank,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPXM00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854991
1059,Trigonopsis_vinaria,Trigonopsis_vinaria,281,2,2,5,96.89655172,Leu,Trigonopsis vinaria,NRRL Y-5715,Trigonopsis vinaria,Trigonopsis,Trigonopsidaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Trigonopsis vinaria,Trigonopsis,no_rank,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMK00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854992
1060,Vanderwaltozyma_polyspora,Vanderwaltozyma_polyspora,267,11,4,8,92.06896552,Leu,Vanderwaltozyma polyspora,DSMZ 70294,Vanderwaltozyma polyspora,Vanderwaltozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Vanderwaltozyma polyspora,Vanderwaltozyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,NCBI,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854993
1061,Wickerhamia_fluorescens,Wickerhamia_fluorescens,284,0,0,6,97.93103448,Ser,Wickerhamia fluorescens,JCM 1821,Wickerhamia fluorescens,Wickerhamia,CUG-Ser1,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamia fluorescens,Wickerhamia,Saccharomycodaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,GCA_001599155.1,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854994
1062,Wickerhamiella_cacticola,Wickerhamiella_cacticola,267,6,4,13,92.06896552,Leu,Wickerhamiella cacticola,NRRL Y-27362,Wickerhamiella cacticola,Wickerhamiella,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamiella cacticola,Wickerhamiella,Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPIZ00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854995
1063,Wickerhamiella_domercqiae,Wickerhamiella_domercqiae,273,0,0,17,94.13793103,Leu,Wickerhamiella domercqiae,JCM 9478,Wickerhamiella domercqiae,Wickerhamiella,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamiella domercqiae,Wickerhamiella,Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,GCA_001599275.1,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854996
1064,Wickerhamiella_infanticola,Wickerhamiella_infanticola,277,1,1,11,95.51724138,Leu,Wickerhamiella infanticola,DS02,Wickerhamiella infanticola,Wickerhamiella,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamiella infanticola,Wickerhamiella,Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,NCBI,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854997
1065,Wickerhamiella_versatilis,Wickerhamiella_versatilis,264,0,7,19,91.03448276,Leu,Wickerhamiella versatilis,JCM 5958,Wickerhamiella versatilis,Wickerhamiella,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamiella versatilis,Wickerhamiella,Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,GCA_001600375.1,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854998
1066,Wickerhamomyces_alni,Wickerhamomyces_alni,280,2,2,6,96.55172414,Leu,Wickerhamomyces alni,NRRL Y-11625,Wickerhamomyces alni,Wickerhamomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamomyces alni,Wickerhamomyces,Wickerhamomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMI00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5854999
1067,Wickerhamomyces_anomalus,Wickerhamomyces_anomalus,281,1,1,7,96.89655172,Leu,Wickerhamomyces anomalus,NRRL Y-366,Wickerhamomyces anomalus,Wickerhamomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamomyces anomalus,Wickerhamomyces,Wickerhamomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,JGI,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855000
1068,Wickerhamomyces_bovis,Wickerhamomyces_bovis,286,2,1,1,98.62068966,Leu,Wickerhamomyces bovis,NRRL YB-4184,Wickerhamomyces bovis,Wickerhamomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamomyces bovis,Wickerhamomyces,Wickerhamomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMH00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855001
1069,Wickerhamomyces_canadensis,Wickerhamomyces_canadensis,281,3,1,5,96.89655172,Leu,Wickerhamomyces canadensis,NRRL Y-1888,Wickerhamomyces canadensis,Wickerhamomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamomyces canadensis,Wickerhamomyces,Wickerhamomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMU00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855002
1070,Wickerhamomyces_ciferrii,Wickerhamomyces_ciferrii,287,1,0,2,98.96551724,Leu,Wickerhamomyces ciferrii,NRRL Y-1031,Wickerhamomyces ciferrii,Wickerhamomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamomyces ciferrii,Wickerhamomyces,Wickerhamomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,NCBI,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855003
1071,Wickerhamomyces_hampshirensis,Wickerhamomyces_hampshirensis,284,0,0,6,97.93103448,Leu,Wickerhamomyces hampshirensis,NRRL YB-4128,Wickerhamomyces hampshirensis,Wickerhamomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamomyces hampshirensis,Wickerhamomyces,Wickerhamomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPXL00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855004
1072,Wickerhamomyces_sp._YB_2243,Wickerhamomyces_sp._YB_2243,279,3,2,6,96.20689655,Leu,Wickerhamomyces sp.,NRRL YB-2243,Wickerhamomyces sp.,Wickerhamomyces,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Wickerhamomyces sp.,Wickerhamomyces,Wickerhamomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPML00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855005
1073,Yamadazyma_nakazawae,Yamadazyma_nakazawae,284,0,0,6,97.93103448,Ser,Yamadazyma nakazawae,NRRL Y-7903,Yamadazyma nakazawae,Yamadazyma,CUG-Ser1,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yamadazyma nakazawae,Yamadazyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMF00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855006
1074,Yamadazyma_philogaea,Yamadazyma_philogaea,285,0,1,4,98.27586207,Ser,Yamadazyma philogaea,NRRL Y-7813,Yamadazyma philogaea,Yamadazyma,CUG-Ser1,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yamadazyma philogaea,Yamadazyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMV00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855007
1075,Yamadazyma_scolyti,Yamadazyma_scolyti,284,0,0,6,97.93103448,Ser,Yamadazyma scolyti,NRRL Y-5512,Yamadazyma scolyti,Yamadazyma,CUG-Ser1,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yamadazyma scolyti,Yamadazyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMW00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855008
1076,Yamadazyma_tenuis,Yamadazyma_tenuis,287,0,0,3,98.96551724,Ser,Yamadazyma tenuis,NRRL Y-1498,Yamadazyma tenuis,Yamadazyma,CUG-Ser1,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yamadazyma tenuis,Yamadazyma,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,JGI,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855009
1077,Yarrowia_bubula,Yarrowia_bubula,281,1,1,7,96.89655172,Leu,Yarrowia bubula,NRRL Y-63668,Yarrowia bubula,Yarrowia,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yarrowia bubula,Yarrowia,Dipodascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMX00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855010
1078,Yarrowia_deformans,Yarrowia_deformans,286,0,1,3,98.62068966,Leu,Yarrowia deformans,JCM 1694,Yarrowia deformans,Yarrowia,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yarrowia deformans,Yarrowia,Dipodascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,GCA_001600075.1,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855011
1079,Yarrowia_divulgata,Yarrowia_divulgata,286,1,1,2,98.62068966,Leu,Yarrowia divulgata,NRRL Y-63741,Yarrowia divulgata,Yarrowia,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yarrowia divulgata,Yarrowia,Dipodascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMY00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855012
1080,Yarrowia_keelungensis,Yarrowia_keelungensis,286,1,1,2,98.62068966,Leu,Yarrowia keelungensis,JCM 14894,Yarrowia keelungensis,Yarrowia,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yarrowia keelungensis,Yarrowia,Dipodascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,GCA_001600195.1,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855013
1081,Yarrowia_lipolytica,Yarrowia_lipolytica,286,0,1,3,98.62068966,Leu,Yarrowia lipolytica,CLIB 122,Yarrowia lipolytica,Yarrowia,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yarrowia lipolytica,Yarrowia,Dipodascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Genolevures,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855014
1082,Yueomyces_sinensis,Yueomyces_sinensis,278,1,0,11,95.86206897,Leu,Yueomyces sinensis,NRRL Y-17406,Yueomyces sinensis,Yueomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Yueomyces sinensis,Yueomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMT00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855015
1083,Zygoascus_meyerae,Zygoascus_meyerae,286,1,1,2,98.62068966,Leu,Zygoascus meyerae,NRRL Y-17319,Zygoascus meyerae,Zygoascus,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Zygoascus meyerae,Zygoascus,Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMD00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855016
1084,Zygoascus_ofunaensis,Zygoascus_ofunaensis,287,0,0,3,98.96551724,Leu,Zygoascus ofunaensis,NRRL Y-10998,Zygoascus ofunaensis,Zygoascus,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Zygoascus ofunaensis,Zygoascus,Trichomonascaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPMC00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855017
1085,Zygosaccharomyces_bailii,Zygosaccharomyces_bailii,285,0,0,5,98.27586207,Leu,Zygosaccharomyces bailii,CBS 680,Zygosaccharomyces bailii,Zygosaccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Zygosaccharomyces bailii,Zygosaccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Genolevures,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855018
1086,Zygosaccharomyces_bisporus,Zygosaccharomyces_bisporus,285,0,2,3,98.27586207,Leu,Zygosaccharomyces bisporus,NRRL Y-12626,Zygosaccharomyces bisporus,Zygosaccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Zygosaccharomyces bisporus,Zygosaccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPKA00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855019
1087,Zygosaccharomyces_kombuchaensis,Zygosaccharomyces_kombuchaensis,288,0,0,2,99.31034483,Leu,Zygosaccharomyces kombuchaensis,NRRL YB-4811,Zygosaccharomyces kombuchaensis,Zygosaccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Zygosaccharomyces kombuchaensis,Zygosaccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPJZ00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855020
1088,Zygosaccharomyces_rouxii,Zygosaccharomyces_rouxii,285,0,1,4,98.27586207,Leu,Zygosaccharomyces rouxii,CBS 732,Zygosaccharomyces rouxii,Zygosaccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Zygosaccharomyces rouxii,Zygosaccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Genolevures,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855021
1089,Zygotorulaspora_florentina,Zygotorulaspora_florentina,285,0,0,5,98.27586207,Leu,Zygotorulaspora florentina,NRRL Y-1560,Zygotorulaspora florentina,Zygotorulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Zygotorulaspora florentina,Zygotorulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPJY00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855022
1090,Zygotorulaspora_mrakii,Zygotorulaspora_mrakii,283,0,2,5,97.5862069,Leu,Zygotorulaspora mrakii,NRRL Y-12654,Zygotorulaspora mrakii,Zygotorulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,Zygotorulaspora mrakii,Zygotorulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Saccharomycotina,Ascomycota,PPHZ00000000,https://figshare.com/articles/Tempo_and_mode_of_genome_evolution_in_the_budding_yeast_subphylum/5855023
1091,Neolecta_irregularis,Neolecta_irregularis,135,0,62,93,46.55172414,Leu,Neolecta irregularis DAH-3,DAH-3,Neolecta irregularis,Neolecta,Neolectaceae,Neolectales,Neolectomycetes,Taphrinomycotina,Ascomycota,Neolecta irregularis,Neolecta,Neolectaceae,Neolectales,Neolectomycetes,Taphrinomycotina,Ascomycota,GCA_001929475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/929/475/GCA_001929475.1_NeoIirr1.0/GCA_001929475.1_NeoIirr1.0_genomic.fna.gz
1092,Pneumocystis_jirovecii,Pneumocystis_jirovecii,266,1,9,14,91.72413793,Leu,Pneumocystis jirovecii RU7,RU7,Pneumocystis jirovecii,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,Taphrinomycotina,Ascomycota,Pneumocystis jirovecii,Pneumocystis,Pneumocystidaceae,Pneumocystidales,Pneumocystidomycetes,Taphrinomycotina,Ascomycota,GCA_001477535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/477/535/GCA_001477535.1_Pneu_jiro_RU7_V2/GCA_001477535.1_Pneu_jiro_RU7_V2_genomic.fna.gz
